"Gender","Age","WorkType","Position","V1","V2r","V3","V4","V5","V6","V7","SDS1r","SDaw2","SDS3r","SDaw4","SDS5r","SDaw6","SDS7r","SDaw8","SDS9r","SDaw10","MF1","MF2","MF3","MF4","MF5","MF6","MF7","MF8","MF9","MF10","MF11","MF12","MF13","MF14","MF15","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","P11","P12","P13","P14","P15","P16","P17","P18","P19","P20","P21","P22","P23","P24","mach1","mach2","mach3","mach4","mach5","mach6","mach7","mach8","mach9","narc1","narc2","narc3","narc4","narc5","narc6","narc7","narc8","narc9","psy1","psy2","psy3","psy4","psy5","psy6","psy7","psy8","psy9","Energia","Uvedomovanie","Agentnost","Sustredenost","Smerovanie","Tlak","Vazby","Zdatnost","Pochybnosti","Izolacia","Zdroje","Bariery","Presadzovanie","Potreba_uznania","Indiferentnost","AgeCLASS1","AgeCLASS2","AgeCLASS3","weight1","weight2","weight3","ZGender","ZAge","ZWorkType","ZPosition","ZVitality","ZSelf_Awareness","ZChoice_Perception","ZMindfulness","ZS_Autonomy","ZF_Autonomy","ZS_Relatedness","ZS_Competency","ZF_Competency","ZF_Relatedness","ZNeeds_satisfaction","ZNeeds_frustration","ZMachiavellianism","ZNarcissism","ZPsychopathy"
1,38,0,0,4,4,6,4,5,3,4,3,2,2,3,3,4,4,3,3,4,2,3,3,3,3,3,3,2,3,3,3,3,4,3,3,3,4,4,2,4,2,3,3,4,1,4,3,2,4,4,1,3,2,2,2,4,2,4,1,5,4,3,5,3,1,4,4,4,3,3,2,2,3,4,2,1,4,1,3,1,3,3,2,3,1,4,4.28571428571429,3.2,3,2.93333333333333,2.5,3.25,4,3.75,2,1.5,3.41666666666667,2.25,3.66666666666667,2.66666666666667,2.33333333333333,NA,2,NA,NA,0.4,NA,0.929926776408983,0.493886409497852,-0.586045735337861,-0.678645233146201,-0.451468351178087,-1.42365970586106,-0.650113195309975,-1.54099183357401,-1.83937757736222,0.789074422118615,-0.0737471480429018,-0.584405579114617,-0.159677239210338,-0.299700116268473,-1.01351524808004,0.149966444870216,1.07826223228317,-0.102405262955878,0.498409595454893
0,30,1,0,6,7,1,6,4,4,5,5,5,5,5,5,5,5,5,5,5,6,6,5,5,5,4,6,6,6,6,5,6,5,6,6,5,1,5,1,5,1,5,1,5,1,5,2,5,2,5,1,5,1,5,1,4,2,5,2,5,3,3,3,2,1,2,2,4,3,3,3,4,3,3,3,4,3,4,1,1,3,3,3,3,1,2,4.71428571428571,5,5,5.53333333333333,5,1.25,4.75,5,1.5,1.25,4.91666666666667,1.33333333333333,2.77777777777778,3.22222222222222,2.33333333333333,NA,2,NA,NA,0.4,NA,-1.07351841100155,-0.468432579581917,1.70343960404871,-0.678645233146201,-0.0826573096487748,1.01175427036704,1.41923135901728,1.76243442704884,1.37912125910915,-1.36536989406779,0.939123838358878,1.00992249053698,-0.682419486010652,-0.60513362606556,1.33554184634936,-1.08304848323364,-0.120147759405666,0.68719321194078,0.498409595454893
1,34,1,0,4,3,3,5,6,6,5,5,4,4,5,5,5,5,4,4,5,2,2,5,5,5,4,5,5,5,4,4,5,6,5,5,3,2,5,1,4,2,4,1,4,1,5,2,4,4,4,1,4,2,4,2,4,1,4,2,5,2,2,3,3,1,2,5,3,4,1,3,3,2,2,2,2,5,1,2,1,4,2,3,4,1,1,4.57142857142857,4.6,4.6,4.46666666666667,3.75,2.25,4.25,4.25,2,1,4.08333333333333,1.75,2.88888888888889,2.66666666666667,2.11111111111111,NA,2,NA,NA,0.4,NA,0.929926776408983,0.0127269149579675,1.70343960404871,-0.678645233146201,-0.205594323491879,0.470551164538575,1.00536244815183,0.407182627818955,-0.230128159126536,-0.288147735974587,0.263876514091025,0.0533256487460231,-0.159677239210338,-0.910567135862648,0.0305101272219135,-0.522587152277342,0.0296534895554387,-0.102405262955878,0.16931886538552
0,34,0,1,5,3,5,5,5,3,5,2,5,5,3,4,5,2,5,4,5,5,6,4,6,6,1,2,6,1,2,3,4,3,4,5,3,2,2,2,4,2,4,3,5,1,4,2,4,5,4,2,5,1,4,4,4,1,5,1,2,4,4,5,4,2,4,3,3,2,4,3,3,4,2,2,1,3,3,2,1,3,4,3,1,2,2,4.42857142857143,4.6,3.4,3.86666666666667,3.75,3.5,3.75,4.5,1.5,1.5,4,2.16666666666667,3.44444444444444,2.66666666666667,2.33333333333333,NA,2,NA,NA,0.4,NA,-1.07351841100155,0.0127269149579675,-0.586045735337861,1.47100939725204,-0.328531337334982,0.470551164538575,-0.236244284444524,-0.355146509247858,-0.230128159126536,1.05837996164192,-0.411370810176828,0.372191262676343,-0.682419486010652,-0.299700116268473,-0.0999930446908302,0.0378741786789563,0.778659734360964,-0.102405262955878,0.498409595454893
1,36,0,0,5,4,3,3,7,3,4,3,5,3,5,3,4,3,5,3,3,3,6,5,5,5,2,3,5,4,5,5,6,3,4,5,4,4,4,1,5,2,4,2,4,2,5,4,4,1,4,2,5,3,2,3,4,3,4,2,3,1,3,5,3,1,4,5,2,1,1,3,3,5,5,1,2,5,1,1,1,3,4,3,1,1,1,4.14285714285714,4.4,3,4.4,3.5,2.5,4,4.75,2.75,2,4.08333333333333,2.41666666666667,3,2.88888888888889,1.77777777777778,NA,2,NA,NA,0.4,NA,0.929926776408983,0.25330666222791,-0.586045735337861,-0.678645233146201,-0.57440536502119,0.199949611624342,-0.650113195309975,0.322479390367087,-0.551978042773673,-0.0188421964512869,-0.0737471480429018,0.691056876606663,0.624436130990133,0.311166903325703,0.0305101272219135,0.374150977252735,0.179454738516544,0.213434127002785,-0.324317229718539
0,47,1,1,7,7,6,6,6,6,7,5,5,5,5,5,5,4,5,5,5,2,6,6,6,2,3,5,5,6,6,4,4,3,5,6,4,3,4,1,5,1,5,3,5,4,5,1,5,3,5,1,5,1,5,1,5,1,5,1,5,4,4,4,3,3,3,2,3,4,3,3,3,5,4,2,4,3,3,2,4,4,4,2,1,2,2,6.42857142857143,5,4.8,4.6,4.75,2.5,4.75,5,1,1.75,4.83333333333333,1.75,3.44444444444444,3.44444444444444,2.66666666666667,NA,NA,3,NA,NA,2.7,-1.07351841100155,1.57649527221259,1.70343960404871,1.47100939725204,1.39258685646847,1.01175427036704,1.21229690358455,0.57658910272269,1.05727137546201,-0.0188421964512869,0.939123838358878,1.00992249053698,-1.20516173281097,0.005733393528615,1.20503867443661,-0.522587152277342,0.778659734360964,1.00303260189944,0.992045690558951
0,32,0,1,5,6,1,7,4,3,6,2,5,1,5,3,1,5,5,3,5,6,6,6,6,1,5,6,6,5,5,5,6,4,6,6,5,2,5,1,5,1,5,3,5,1,5,1,5,1,5,1,5,2,4,4,5,1,5,1,2,2,5,4,3,1,1,3,5,4,3,2,2,5,2,1,1,1,1,3,1,1,4,3,1,1,1,4.57142857142857,4.2,2.8,5.26666666666667,4.75,2.5,5,5,1.25,1,4.91666666666667,1.58333333333333,2.88888888888889,2.33333333333333,1.77777777777778,NA,2,NA,NA,0.4,NA,-1.07351841100155,-0.227852832311975,-0.586045735337861,1.47100939725204,-0.205594323491879,-0.0706519412898917,-0.8570476507427,1.42362147724137,1.05727137546201,-0.0188421964512869,1.2767475004928,1.00992249053698,-0.943790609410809,-0.910567135862648,1.33554184634936,-0.746771684659861,0.0296534895554387,-0.576164347893873,-0.324317229718539
1,54,0,1,6,6,5,7,6,4,5,5,5,5,5,5,4,5,5,4,4,3,3,5,3,1,3,5,3,3,5,3,2,3,4,5,5,2,4,1,4,1,4,1,5,1,5,1,5,2,5,1,5,2,4,1,5,1,5,1,4,2,2,4,1,1,2,2,2,4,5,3,2,2,1,1,5,2,1,4,1,3,2,2,1,1,1,5.57142857142857,4.6,4.8,3.4,4.5,1.5,4.75,4.75,1.25,1,4.66666666666667,1.25,2.22222222222222,2.77777777777778,1.77777777777778,NA,NA,3,NA,NA,2.7,0.929926776408983,2.41852438765739,-0.586045735337861,1.47100939725204,0.654964773409848,0.470551164538575,1.21229690358455,-0.948069171410934,0.735421491814876,-1.09606435454449,0.939123838358878,0.691056876606663,-0.943790609410809,-0.910567135862648,0.944032330611124,-1.1951407494249,-0.869154004211191,0.0555144320234535,-0.324317229718539
0,47,0,1,5,5,5,5,5,6,3,2,4,3,2,1,3,2,2,2,4,2,1,2,3,2,1,3,2,2,5,3,5,1,2,5,2,4,4,3,4,2,4,4,5,2,3,3,4,3,2,4,5,2,2,4,3,4,4,4,4,2,4,3,2,3,4,4,4,3,4,3,2,4,4,2,4,5,2,2,2,1,3,2,1,1,2,4.85714285714286,3,2,2.6,3,3.75,3.5,4,2.75,3.25,3.5,3.25,3.33333333333333,3.44444444444444,1.77777777777778,NA,NA,3,NA,NA,2.7,-1.07351841100155,1.57649527221259,-0.586045735337861,1.47100939725204,0.0402797041943286,-1.69426125877529,-1.6847854724736,-1.96450802083335,-1.19567781006795,1.32768550116522,-0.748994472310755,-0.265539965184297,0.624436130990133,1.83833445231114,-0.883012076167295,1.49507363916533,0.628858485399859,1.00303260189944,-0.324317229718539
0,34,1,1,6,6,4,6,6,5,6,3,5,5,5,5,5,5,5,5,5,3,3,4,4,4,6,5,5,5,5,5,5,5,5,5,5,2,3,2,4,3,4,2,5,1,4,1,4,3,4,1,4,4,4,2,4,1,4,2,5,5,5,3,3,1,3,3,3,3,3,3,3,3,3,3,1,3,1,1,1,3,1,1,5,1,1,5.57142857142857,5,4.6,4.6,4.25,2.25,4,4,2.5,1.25,4.08333333333333,2,3.44444444444444,2.77777777777778,1.66666666666667,NA,2,NA,NA,0.4,NA,-1.07351841100155,0.0127269149579675,1.70343960404871,1.47100939725204,0.654964773409848,1.01175427036704,1.00536244815183,0.57658910272269,0.413571608167739,-0.288147735974587,-0.0737471480429018,-0.265539965184297,0.363065007589976,-0.60513362606556,0.0305101272219135,-0.186310353703563,0.778659734360964,0.0555144320234535,-0.488862594753225
0,35,0,0,5,4,3,6,3,3,4,3,4,2,3,3,3,5,5,1,3,3,3,4,4,2,4,4,2,4,4,4,2,2,3,3,3,4,4,4,2,4,4,3,4,2,2,2,2,2,2,3,3,4,4,4,3,3,4,3,2,3,4,4,3,4,3,5,3,2,5,1,2,3,3,4,2,3,3,3,3,4,3,3,4,3,4,4,3.6,2.8,3.2,3.25,3.25,3.25,2.75,3.25,3,3.08333333333333,3.16666666666667,3.44444444444444,2.77777777777778,3.33333333333333,NA,2,NA,NA,0.4,NA,-1.07351841100155,0.133016788592939,-0.586045735337861,-0.678645233146201,-0.697342378864294,-0.882456600032593,-0.8570476507427,-1.20217888376654,-0.873827926420811,0.789074422118615,-1.08661813444468,-1.8598680348359,1.14717837779045,1.53290094251405,-1.53552793573102,1.38298137297407,0.778659734360964,0.0555144320234535,1.97931788076707
0,36,0,0,7,5,4,7,6,3,5,2,4,4,5,2,5,2,5,5,5,3,6,3,5,3,5,5,5,5,5,3,6,4,5,5,2,2,4,1,4,3,3,2,4,2,5,1,2,4,2,1,5,2,4,2,5,1,4,4,5,1,2,2,4,2,4,5,4,3,2,3,2,4,3,2,1,4,2,2,2,3,5,3,4,2,2,5.28571428571429,4.8,3,4.53333333333333,2.75,2.5,3.75,4.5,2.5,1.25,3.66666666666667,2.08333333333333,3.22222222222222,2.66666666666667,2.77777777777778,NA,2,NA,NA,0.4,NA,-1.07351841100155,0.25330666222791,-0.586045735337861,-0.678645233146201,0.40909074572364,0.741152717452809,-0.650113195309975,0.491885865270822,-1.51752769371509,-0.0188421964512869,-0.411370810176828,0.372191262676343,0.363065007589976,-0.60513362606556,-0.622005732341807,-0.074218087512303,0.479057236438754,-0.102405262955878,1.15659105559364
0,28,0,1,7,7,5,7,6,6,5,3,2,4,4,4,5,4,5,4,5,5,6,6,5,5,4,5,6,5,5,5,4,5,6,6,5,3,5,2,5,1,5,2,4,1,5,3,4,4,5,1,5,1,4,4,4,1,5,3,5,4,3,3,4,4,4,4,5,5,3,3,3,3,3,3,5,3,1,2,3,1,3,1,3,1,3,6.14285714285714,4.2,3.8,5.2,4.5,3.25,4.5,5,2,1.25,4.66666666666667,2.16666666666667,4,3.44444444444444,2,NA,2,NA,NA,0.4,NA,-1.07351841100155,-0.709012326851859,-0.586045735337861,1.47100939725204,1.14671282878226,-0.0706519412898917,0.177624626420926,1.3389182397895,0.735421491814876,0.789074422118615,0.601500176224951,1.00992249053698,-0.159677239210338,-0.60513362606556,0.944032330611124,0.0378741786789563,1.52766597916649,1.00303260189944,0.00477350035083362
1,23,0,0,5,3,4,5,4,5,5,3,4,3,4,2,5,4,2,5,4,2,5,5,4,4,6,5,6,5,3,3,5,2,4,5,5,2,2,3,5,2,3,3,3,5,4,3,3,2,3,2,5,4,3,3,3,3,4,2,3,2,3,3,3,1,4,5,4,2,2,2,2,4,2,1,2,5,2,1,2,2,4,2,1,1,2,4.42857142857143,3.8,3.4,4.26666666666667,3.5,2.5,2.75,4.5,2.75,3.25,3.58333333333333,2.83333333333333,3.11111111111111,2.44444444444444,1.88888888888889,1,NA,NA,0.46,NA,NA,0.929926776408983,-1.31046169502671,-0.586045735337861,-0.678645233146201,-0.328531337334982,-0.61185504711836,-0.236244284444524,0.15307291546335,-0.551978042773673,-0.0188421964512869,-1.76186545871253,0.372191262676343,0.624436130990133,1.83833445231114,-0.752508904254551,0.934612308209034,0.329255987477649,-0.418244652914541,-0.159771864683853
1,22,0,0,3,5,1,2,4,1,1,1,5,1,3,3,3,3,3,3,3,2,2,3,3,3,1,1,3,3,1,1,1,1,1,1,3,3,5,3,3,3,3,3,3,4,3,5,5,5,5,5,3,3,3,5,3,2,3,3,5,1,1,1,1,1,5,5,5,1,3,1,1,5,1,1,1,5,1,5,1,3,3,1,5,5,5,2.42857142857143,3.4,2.2,1.8,3.5,4,4,3,3.5,3.5,3.5,3.66666666666667,2.77777777777778,2.11111111111111,3.22222222222222,1,NA,NA,0.46,NA,NA,0.929926776408983,-1.43075156866169,-0.586045735337861,-0.678645233146201,-2.04964953113844,-1.15305815294683,-1.47785101704088,-2.98094687025577,-0.551978042773673,1.59699104068852,-0.0737471480429018,-1.54100242090558,1.4085495011906,2.14376796210823,-0.883012076167295,2.05553497012163,-0.120147759405666,-0.892003737852536,1.81477251573238
0,24,0,0,6,3,5,6,7,5,6,4,5,4,2,2,4,2,4,4,5,2,2,2,1,2,4,2,4,3,5,5,6,1,4,3,3,2,2,1,4,2,4,2,5,2,3,4,3,2,4,2,3,3,2,4,4,4,2,4,2,1,2,4,2,1,1,4,4,4,4,5,2,2,2,1,1,2,1,4,1,2,5,2,4,1,1,5.42857142857143,4,3.2,3.06666666666667,3,2.5,3.75,3,3.25,2.25,3.25,2.66666666666667,2.33333333333333,2.55555555555556,2.33333333333333,1,NA,NA,0.46,NA,NA,-1.07351841100155,-1.19017182139174,-0.586045735337861,-0.678645233146201,0.532027759566745,-0.341253494204126,-0.443178739877249,-1.37158535867027,-1.19567781006795,-0.0188421964512869,-0.411370810176828,-1.54100242090558,1.14717837779045,0.61660041312279,-1.27452159190553,0.710427775826514,-0.719352755250086,-0.26032495793521,0.498409595454893
1,24,0,0,6,7,3,7,6,6,6,4,5,3,5,5,5,4,5,4,3,5,6,6,5,5,3,5,4,4,6,5,6,2,6,6,4,2,3,1,4,2,5,1,5,1,5,5,4,2,5,1,4,2,3,5,5,1,3,4,3,1,1,1,1,1,3,5,3,4,1,2,1,3,1,1,3,3,1,3,1,4,4,1,1,1,1,5.85714285714286,4.6,4,4.93333333333333,4,2.5,4.5,4,3.25,1,4.16666666666667,2.25,2.11111111111111,2.11111111111111,1.88888888888889,1,NA,NA,0.46,NA,NA,0.929926776408983,-1.19017182139174,-0.586045735337861,-0.678645233146201,0.900838801096056,0.470551164538575,0.384559081853652,1.00010528998203,0.0917217245206013,-0.0188421964512869,0.601500176224951,-0.265539965184297,1.14717837779045,-0.910567135862648,0.161013299134659,0.149966444870216,-1.0189552531723,-0.892003737852536,-0.159771864683853
0,54,0,0,5,3,5,5,5,6,5,4,4,3,5,4,5,4,5,3,5,6,6,6,6,4,2,6,6,2,5,6,5,5,6,6,2,4,4,2,4,2,4,2,4,2,5,1,4,4,4,1,4,2,4,2,4,2,5,1,5,1,3,1,1,1,2,2,5,3,2,2,2,1,2,2,4,1,2,2,1,2,2,1,1,1,1,4.85714285714286,4.8,3.6,5.13333333333333,3.5,3,4,4.5,1.5,1.75,4,2.08333333333333,2.33333333333333,2.11111111111111,1.44444444444444,NA,NA,3,NA,NA,2.7,-1.07351841100155,2.41852438765739,-0.586045735337861,-0.678645233146201,0.0402797041943286,0.741152717452809,-0.0293098290117988,1.25421500233764,-0.551978042773673,0.519768882595314,-0.0737471480429018,0.372191262676343,-0.682419486010652,0.005733393528615,-0.0999930446908302,-0.074218087512303,-0.719352755250086,-0.892003737852536,-0.817953324822598
1,32,0,0,7,7,7,7,6,6,5,2,5,2,5,4,5,5,5,5,5,2,4,5,6,5,1,4,5,4,5,5,5,5,5,6,4,2,5,1,4,1,5,2,5,1,5,1,4,1,5,1,5,1,4,2,5,1,5,2,4,1,2,2,2,5,5,5,2,4,5,4,4,5,2,2,4,5,1,1,1,2,1,1,1,2,1,6.42857142857143,5,3.6,4.46666666666667,4.25,1.75,5,4.75,1.25,1,4.66666666666667,1.33333333333333,3.11111111111111,3.88888888888889,1.22222222222222,NA,2,NA,NA,0.4,NA,0.929926776408983,-0.227852832311975,-0.586045735337861,-0.678645233146201,1.39258685646847,1.01175427036704,-0.0293098290117988,0.407182627818955,0.413571608167739,-0.826758815021189,1.2767475004928,0.691056876606663,-0.943790609410809,-0.910567135862648,0.944032330611124,-1.08304848323364,0.329255987477649,1.63471138181677,-1.14704405489197
1,21,0,0,4,2,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,5,4,3,4,3,3,4,4,4,4,4,2,2,5,3,3,3,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,1,4,2,2,2,2,2,2,2,2,2,4,4,2,2,3,1,3,1,1,1,1,5,1,1,3,3,3,3.66666666666667,3,3,3,3,3,3,3,3,2.33333333333333,2.55555555555556,1.66666666666667,1,NA,NA,0.46,NA,NA,0.929926776408983,-1.55104144229666,-0.586045735337861,-0.678645233146201,-1.55790147576602,-1.69426125877529,-0.650113195309975,-0.609256221603462,-1.19567781006795,0.519768882595314,-1.42424179657861,-1.54100242090558,0.88580725439029,1.53290094251405,-1.66603110764376,1.15879684059155,-0.719352755250086,-0.26032495793521,-0.488862594753225
1,36,0,0,6,7,4,6,6,4,5,5,4,3,5,5,5,3,5,5,5,4,6,5,5,3,2,5,5,6,6,4,4,6,5,4,5,1,5,1,3,3,5,1,5,1,4,2,4,1,5,1,4,2,5,1,5,1,4,1,3,3,1,3,2,1,3,1,2,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,5,1,1,5.42857142857143,4.8,4.2,4.66666666666667,4.75,1,5,3.75,2,1,4.5,1.33333333333333,2.11111111111111,1.44444444444444,1.44444444444444,NA,2,NA,NA,0.4,NA,0.929926776408983,0.25330666222791,-0.586045735337861,-0.678645233146201,0.532027759566745,0.741152717452809,0.591493537286377,0.661292340174559,1.05727137546201,-1.63467543359109,1.2767475004928,-0.584405579114617,-0.159677239210338,-0.910567135862648,0.683025986785635,-1.08304848323364,-1.0189552531723,-1.83952190772853,-0.817953324822598
1,34,0,0,6,6,3,6,6,4,4,4,4,4,5,4,4,4,5,5,5,5,6,6,5,5,5,6,6,6,5,5,6,5,5,6,5,1,4,1,4,1,5,1,4,1,4,2,4,1,4,1,5,2,4,1,4,1,4,2,3,1,1,1,1,1,1,2,1,4,2,1,1,2,2,1,4,1,1,2,1,1,1,1,5,1,1,5,4.6,4.2,5.46666666666667,4.5,1,4,4.25,1.75,1,4.25,1.25,1.33333333333333,2,1.55555555555556,NA,2,NA,NA,0.4,NA,0.929926776408983,0.0127269149579675,-0.586045735337861,-0.678645233146201,0.163216718037433,0.470551164538575,0.591493537286377,1.67773118959698,0.735421491814876,-1.63467543359109,-0.0737471480429018,0.0533256487460231,-0.421048362610495,-0.910567135862648,0.291516471047402,-1.1951407494249,-2.06756399590003,-1.04992343283187,-0.653407959787912
1,27,0,0,7,7,6,7,7,7,7,5,5,4,5,5,5,4,5,5,5,3,6,6,5,4,4,6,5,5,6,2,6,3,6,6,5,3,5,1,5,2,5,1,5,1,5,2,5,4,5,1,4,1,5,1,5,1,5,2,5,1,1,4,3,1,3,3,4,4,3,5,2,3,2,1,1,4,1,2,1,1,1,1,1,1,1,6.85714285714286,5,4.6,4.86666666666667,5,2.25,5,4.75,1.75,1,4.91666666666667,1.66666666666667,2.77777777777778,2.77777777777778,1.11111111111111,NA,2,NA,NA,0.4,NA,0.929926776408983,-0.82930220048683,-0.586045735337861,-0.678645233146201,1.76139789799778,1.01175427036704,1.00536244815183,0.915402052530162,1.37912125910915,-0.288147735974587,1.2767475004928,0.691056876606663,-0.421048362610495,-0.910567135862648,1.33554184634936,-0.634679418468602,-0.120147759405666,0.0555144320234535,-1.31158941992666
0,39,1,0,5,7,5,7,7,5,5,5,1,5,5,5,5,5,5,5,5,6,6,6,6,1,1,6,6,6,6,1,1,1,3,3,5,1,3,1,5,1,5,1,5,5,4,2,5,5,4,1,5,1,5,1,5,1,5,1,5,5,5,5,5,5,5,5,4,5,1,1,5,5,1,4,4,5,5,5,5,5,5,5,1,1,4,5.85714285714286,4.2,5,3.93333333333333,5,2,4.25,4.75,1.25,2,4.66666666666667,1.75,4.88888888888889,3.44444444444444,4,NA,2,NA,NA,0.4,NA,-1.07351841100155,0.614176283132823,1.70343960404871,-0.678645233146201,0.900838801096056,-0.0706519412898917,1.41923135901728,-0.27044327179599,1.37912125910915,-0.557453275497888,0.263876514091025,0.691056876606663,-0.943790609410809,0.311166903325703,0.944032330611124,-0.522587152277342,2.72607597085533,1.00303260189944,2.96659007097519
0,37,1,0,5,2,2,3,7,6,4,5,5,5,5,5,5,5,5,5,5,6,6,6,5,2,2,4,6,4,5,6,6,5,6,6,5,2,4,1,5,1,5,1,5,1,5,1,5,3,5,1,5,2,5,1,5,1,5,1,3,5,5,4,4,1,3,3,5,3,3,3,2,4,1,3,3,3,2,2,1,2,4,3,1,2,1,4.14285714285714,5,5,5,5,1.75,4.75,5,1.25,1,4.91666666666667,1.33333333333333,3.66666666666667,2.77777777777778,2,NA,2,NA,NA,0.4,NA,-1.07351841100155,0.373596535862881,1.70343960404871,-0.678645233146201,-0.57440536502119,1.01175427036704,1.41923135901728,1.0848085274339,1.37912125910915,-0.826758815021189,0.939123838358878,1.00992249053698,-0.943790609410809,-0.910567135862648,1.33554184634936,-1.08304848323364,1.07826223228317,0.0555144320234535,0.00477350035083362
0,34,0,0,7,7,5,6,7,5,5,3,2,3,5,2,3,3,5,3,5,3,6,5,5,4,1,3,5,4,5,5,5,3,5,4,3,2,4,2,4,2,4,2,5,1,3,1,4,1,5,1,4,2,3,2,4,2,4,3,4,2,2,4,4,2,1,2,4,5,4,4,2,3,2,3,3,2,1,2,1,1,1,1,1,1,1,6,4,2.8,4.2,3.5,1.75,4.5,3.75,2,1.5,3.91666666666667,1.75,2.77777777777778,3.11111111111111,1.11111111111111,NA,2,NA,NA,0.4,NA,-1.07351841100155,0.0127269149579675,-0.586045735337861,-0.678645233146201,1.02377581493916,-0.341253494204126,-0.8570476507427,0.0683696780114825,-0.551978042773673,-0.826758815021189,0.601500176224951,-0.584405579114617,-0.159677239210338,-0.299700116268473,-0.230496216603575,-0.522587152277342,-0.120147759405666,0.529273516961449,-1.31158941992666
1,25,1,0,6,7,2,5,6,5,5,4,5,4,5,5,5,5,5,4,5,3,2,4,2,5,1,3,2,4,2,4,3,2,2,2,5,1,4,3,3,1,4,2,5,1,5,2,5,3,5,1,4,1,5,2,4,1,5,1,5,1,4,4,4,1,1,1,5,3,4,2,3,5,1,1,5,4,1,1,5,3,4,3,1,4,4,5.14285714285714,5,4.4,2.73333333333333,4.75,2,4.5,4.25,1.25,1.5,4.5,1.58333333333333,2.88888888888889,3.11111111111111,2.88888888888889,NA,2,NA,NA,0.4,NA,0.929926776408983,-1.06988194775677,1.70343960404871,-0.678645233146201,0.286153731880537,1.01175427036704,0.798427992719102,-1.79510154592961,1.05727137546201,-0.557453275497888,0.601500176224951,0.0533256487460231,-0.943790609410809,-0.299700116268473,0.683025986785635,-0.746771684659861,0.0296534895554387,0.529273516961449,1.32113642062832
1,35,0,0,6,6,3,6,7,5,5,2,2,2,3,2,4,4,2,2,4,3,2,4,3,5,3,3,4,5,3,2,5,5,5,5,2,5,5,1,4,1,4,4,5,1,4,2,4,4,4,1,3,1,2,4,4,1,4,1,4,1,1,3,4,1,4,4,1,2,2,2,2,4,4,1,3,4,1,2,1,1,1,1,2,1,1,5.42857142857143,3,2.4,3.8,3,4.25,4.5,3.75,1.25,1,3.75,2.16666666666667,2.55555555555556,2.66666666666667,1.22222222222222,NA,2,NA,NA,0.4,NA,0.929926776408983,0.133016788592939,-0.586045735337861,-0.678645233146201,0.532027759566745,-1.69426125877529,-1.27091656160815,-0.439849746699726,-1.19567781006795,1.86629658021182,0.601500176224951,-0.584405579114617,-0.943790609410809,-0.910567135862648,-0.491502560429063,0.0378741786789563,-0.419750257327877,-0.102405262955878,-1.14704405489197
0,34,1,0,7,7,2,6,6,6,5,4,4,5,4,5,5,5,5,3,5,3,6,6,5,5,5,6,5,5,5,4,6,6,6,6,4,2,5,1,4,1,4,3,4,1,5,2,3,2,5,1,5,2,5,3,5,2,5,1,5,2,3,2,5,4,4,5,4,3,1,3,1,2,5,1,1,4,2,3,3,1,4,2,1,1,1,5.57142857142857,4.6,4.4,5.26666666666667,4,2.5,4.75,4.75,1.5,1.25,4.5,1.75,3.77777777777778,2.33333333333333,2,NA,2,NA,NA,0.4,NA,-1.07351841100155,0.0127269149579675,1.70343960404871,-0.678645233146201,0.654964773409848,0.470551164538575,0.798427992719102,1.42362147724137,0.0917217245206013,-0.0188421964512869,0.939123838358878,0.691056876606663,-0.682419486010652,-0.60513362606556,0.683025986785635,-0.522587152277342,1.22806348124428,-0.576164347893873,0.00477350035083362
0,30,1,1,3,3,3,4,2,3,4,4,4,5,4,5,5,4,5,3,5,5,6,6,2,2,2,3,5,3,5,4,5,2,4,2,3,3,2,4,5,1,3,4,4,3,5,3,3,5,3,3,5,2,3,4,2,4,5,3,5,1,4,3,3,2,3,4,2,3,2,3,2,3,2,2,1,3,2,1,2,1,4,4,1,1,2,3.14285714285714,4.6,4.2,3.73333333333333,3,4,2.75,5,2.25,3.5,3.58333333333333,3.25,3,2.33333333333333,2,NA,2,NA,NA,0.4,NA,-1.07351841100155,-0.468432579581917,1.70343960404871,1.47100939725204,-1.43496446192292,0.470551164538575,0.591493537286377,-0.524552984151594,-1.19567781006795,1.59699104068852,-1.76186545871253,1.00992249053698,0.101693884189819,2.14376796210823,-0.752508904254551,1.49507363916533,0.179454738516544,-0.576164347893873,0.00477350035083362
1,32,0,1,7,7,4,7,7,6,6,3,5,5,5,5,5,5,5,5,5,4,6,6,2,2,1,6,6,6,6,6,6,6,6,6,3,3,5,1,5,5,5,1,3,1,5,2,5,2,3,1,5,1,3,1,5,1,5,1,5,1,3,3,3,1,5,5,3,3,1,3,3,3,3,3,4,5,1,2,1,2,1,1,1,1,1,6.28571428571429,5,4.6,5,4,1.75,4,5,2.25,1,4.33333333333333,1.66666666666667,3.22222222222222,3.11111111111111,1.22222222222222,NA,2,NA,NA,0.4,NA,0.929926776408983,-0.227852832311975,-0.586045735337861,1.47100939725204,1.26964984262537,1.01175427036704,1.00536244815183,1.0848085274339,0.0917217245206013,-0.826758815021189,-0.0737471480429018,1.00992249053698,0.101693884189819,-0.910567135862648,0.422019642960146,-0.634679418468602,0.479057236438754,0.529273516961449,-1.14704405489197
